age,year,area,f
4,1970,1,0.119700425
5,1970,1,0.09751452
6,1970,1,0.060059055
7,1970,1,0.052673294
8,1970,1,0.05834656
9,1970,1,0.06141129
10,1970,1,0.0573524
11,1970,1,0.049102086
12,1970,1,0.041492233
13,1970,1,0.036676258
14,1970,1,0.033933322
15,1970,1,0.032142129
16,1970,1,0.030790085
17,1970,1,0.029695768
18,1970,1,0.028792092
19,1970,1,0.028045741
20,1970,1,0.027433125
21,1970,1,0.026934053
22,1970,1,0.026530657
23,1970,1,0.026207033
24,1970,1,0.025949407
25,1970,1,0.02574594
26,1970,1,0.02558641
27,1970,1,0.025462301
28,1970,1,0.02536672
29,1970,1,0.025293981
30,1970,1,0.025239432
31,1970,1,0.025199266
32,1970,1,0.025170393
33,1970,1,0.025150323
34,1970,1,0.025137058
35,1970,1,0.025129003
36,1970,1,0.025124875
37,1970,1,0.025123692
38,1970,1,0.025123692
39,1970,1,0.025123692
40,1970,1,0.025123692
1,1971,1,0.00020583042
2,1971,1,0.00147147148
3,1971,1,0.026924961
4,1971,1,0.088409681
5,1971,1,0.069156398
6,1971,1,0.042180656
7,1971,1,0.037765037
8,1971,1,0.042626732
9,1971,1,0.0455269
10,1971,1,0.043310847
11,1971,1,0.038014515
12,1971,1,0.032955262
13,1971,1,0.02964062
14,1971,1,0.027651574
15,1971,1,0.026281394
16,1971,1,0.025210949
17,1971,1,0.024329513
18,1971,1,0.023595732
19,1971,1,0.022987313
20,1971,1,0.022486867
21,1971,1,0.022078719
22,1971,1,0.02174855
23,1971,1,0.021483541
24,1971,1,0.021272472
25,1971,1,0.021105695
26,1971,1,0.0209749
27,1971,1,0.020873144
28,1971,1,0.020794779
29,1971,1,0.020735148
30,1971,1,0.020690424
31,1971,1,0.020657489
32,1971,1,0.020633816
33,1971,1,0.020617361
34,1971,1,0.020606484
35,1971,1,0.020599877
36,1971,1,0.020596498
37,1971,1,0.020595524
38,1971,1,0.020595524
39,1971,1,0.020595524
40,1971,1,0.020595524
1,1972,1,7.0112015e-05
2,1972,1,0.00050261377
3,1972,1,0.0093456513
4,1972,1,0.031531199
5,1972,1,0.026007013
6,1972,1,0.018699758
7,1972,1,0.020984612
8,1972,1,0.026913335
9,1972,1,0.031103239
10,1972,1,0.032009428
11,1972,1,0.030637745
12,1972,1,0.028654462
13,1972,1,0.026984401
14,1972,1,0.025693578
15,1972,1,0.024619936
16,1972,1,0.023694313
17,1972,1,0.022897733
18,1972,1,0.022221414
19,1972,1,0.021655395
20,1972,1,0.021187585
21,1972,1,0.020805015
22,1972,1,0.020495004
23,1972,1,0.020245862
24,1972,1,0.020047219
25,1972,1,0.019890093
26,1972,1,0.019766793
27,1972,1,0.019670866
28,1972,1,0.019596993
29,1972,1,0.019540777
30,1972,1,0.019498617
31,1972,1,0.019467569
32,1972,1,0.019445253
33,1972,1,0.01942974
34,1972,1,0.019419486
35,1972,1,0.019413259
36,1972,1,0.019410073
37,1972,1,0.019409156
38,1972,1,0.019409156
39,1972,1,0.019409156
40,1972,1,0.019409156
1,1973,1,4.9305455e-05
2,1973,1,0.00035570874
3,1973,1,0.0067519495
4,1973,1,0.023431072
5,1973,1,0.019898894
6,1973,1,0.014879146
7,1973,1,0.017272763
8,1973,1,0.022481543
9,1973,1,0.026185756
10,1973,1,0.027131658
11,1973,1,0.026138152
12,1973,1,0.024569635
13,1973,1,0.023202345
14,1973,1,0.022118494
15,1973,1,0.021203911
16,1973,1,0.020410395
17,1973,1,0.019725718
18,1973,1,0.019143757
19,1973,1,0.018656457
20,1973,1,0.018253601
21,1973,1,0.017924102
22,1973,1,0.017657069
23,1973,1,0.017442453
24,1973,1,0.017271328
25,1973,1,0.017135961
26,1973,1,0.017029732
27,1973,1,0.016947087
28,1973,1,0.016883442
29,1973,1,0.01683501
30,1973,1,0.016798687
31,1973,1,0.016771938
32,1973,1,0.016752711
33,1973,1,0.016739346
34,1973,1,0.016730512
35,1973,1,0.016725146
36,1973,1,0.016722402
37,1973,1,0.016721611
38,1973,1,0.016721611
39,1973,1,0.016721611
40,1973,1,0.016721611
1,1974,1,7.4928982e-05
2,1974,1,0.0005255469
3,1974,1,0.0091552771
4,1974,1,0.028165494
5,1974,1,0.021645947
6,1974,1,0.015881426
7,1974,1,0.019127044
8,1974,1,0.025447738
9,1974,1,0.030042926
10,1974,1,0.031583599
11,1974,1,0.030928197
12,1974,1,0.029479096
13,1974,1,0.028067049
14,1974,1,0.026852617
15,1974,1,0.02577948
16,1974,1,0.024829234
17,1974,1,0.024002368
18,1974,1,0.023296964
19,1974,1,0.022705282
20,1974,1,0.022215702
21,1974,1,0.021815065
22,1974,1,0.02149028
23,1974,1,0.021229188
24,1974,1,0.021020964
25,1974,1,0.020856216
26,1974,1,0.020726918
27,1974,1,0.020626325
28,1974,1,0.020548857
29,1974,1,0.020489909
30,1974,1,0.020445696
31,1974,1,0.020413137
32,1974,1,0.020389734
33,1974,1,0.020373467
34,1974,1,0.020362716
35,1974,1,0.020356184
36,1974,1,0.020352844
37,1974,1,0.020351881
38,1974,1,0.020351881
39,1974,1,0.020351881
40,1974,1,0.020351881
1,1975,1,0.000115488554
2,1975,1,0.00081614963
3,1975,1,0.0145415647
4,1975,1,0.0462418056
5,1975,1,0.036404761
6,1975,1,0.026189785
7,1975,1,0.030309354
8,1975,1,0.039555273
9,1975,1,0.04619614
10,1975,1,0.048064594
11,1975,1,0.046564213
12,1975,1,0.043998128
13,1975,1,0.041683663
14,1975,1,0.039794825
15,1975,1,0.038172207
16,1975,1,0.036752729
17,1975,1,0.035523634
18,1975,1,0.034477313
19,1975,1,0.033600553
20,1975,1,0.032875451
21,1975,1,0.032282255
22,1975,1,0.031801451
23,1975,1,0.031414991
24,1975,1,0.031106814
25,1975,1,0.030863021
26,1975,1,0.030671685
27,1975,1,0.030522838
28,1975,1,0.030408202
29,1975,1,0.030320973
30,1975,1,0.030255545
31,1975,1,0.030207371
32,1975,1,0.030172735
33,1975,1,0.030148662
34,1975,1,0.030132755
35,1975,1,0.030123091
36,1975,1,0.030118148
37,1975,1,0.030116722
38,1975,1,0.030116722
39,1975,1,0.030116722
40,1975,1,0.030116722
1,1976,1,0.000100149945
2,1976,1,0.00071590621
3,1976,1,0.0132510856
4,1976,1,0.0445515868
5,1976,1,0.037169521
6,1976,1,0.028457654
7,1976,1,0.034359451
8,1976,1,0.045570051
9,1976,1,0.05364239
10,1976,1,0.056148897
11,1976,1,0.054672344
12,1976,1,0.051841793
13,1976,1,0.049202813
14,1976,1,0.047006574
15,1976,1,0.045101725
16,1976,1,0.043428883
17,1976,1,0.041978246
18,1976,1,0.040742565
